alg,impl,system,nnode,nproc,thread_per_proc,a_rows,a_cols,b_rows,b_cols,p1,p2,p3,gather_a_time,gen_b_time,gather_b_time,local_multiply_time,cpu_gpu_data_move_time,scatter_reduce_time,timestamp
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,0.177324,0.0,17.656592,0.0,0.0,2026-02-14T20:53:42
matmul1comm,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,0.021532,0.734675,1.152764,0.0,0.0,2025-10-05T12:25:18
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.076891,0.910273,4.16921,0.0,0.0,2026-02-13T07:31:25
matmul1comm,cpp,perlmutter-gpu-cpu,1,4,32,150000,150000,150000,1000,4,1,1,0.0,0.084602,0.262804,28.687184,0.0,0.0,2026-02-06T06:30:41
matmul1comm,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,500,64,1,1,0.0,0.018463,0.213288,0.147057,0.0,0.0,2026-02-14T20:48:33
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.67433,0.0,2.310934,0.0,0.0,2026-02-13T07:31:11
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,5000,8,1,1,0.0,0.18123,0.0,8.038806,0.0,0.0,2026-02-14T20:52:41
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.630308,0.0,2.280634,0.0,0.0,2026-02-13T07:30:37
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,0.101782,0.0,0.886,0.0,0.0,2026-02-13T07:26:53
matmul1gen,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,500,32,1,1,0.0,0.041223,0.0,0.256192,0.0,0.0,2026-02-14T20:48:50
matmul1gen,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,5000,128,1,1,0.0,0.176543,0.0,0.597369,0.0,0.0,2026-02-14T20:44:45
matmul1gen,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,5000,128,1,1,0.0,0.180426,0.0,0.624398,0.0,0.0,2026-02-14T20:44:52
matmul,cpp,perlmutter-cpu,2,16,32,50000,50000,50000,50000,4,2,2,0.550966,0.0,5.436125,38.198933,0.0,0.774843,2025-06-25T13:56:32
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,16,1,1,0.0,0.071837,0.568445,4.234552,0.0,0.0,2026-02-14T20:49:07
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.022174,0.146217,1.698457,0.0,0.0,2026-02-13T07:25:56
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,0.039198,0.0,1.725436,0.0,0.0,2025-10-05T12:06:02
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.061587,0.0,0.212573,0.0,0.0,2026-02-13T07:37:01
matmul1gen,cpp,perlmutter-cpu,1,128,2,50000,50000,50000,5000,128,1,1,0.0,1.963973,0.0,8.83019,0.0,0.0,2025-06-20T08:09:11
matmul1comm,cpp,perlmutter-gpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,0.029882,0.31895,0.203455,0.0,0.0,2025-10-05T12:27:49
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.01662,0.961534,2.276411,0.0,0.0,2026-02-13T07:33:51
matmul1gen,cpp,perlmutter-gpu,512,2048,32,1000000,1000000,1000000,1000,2048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T09:19:37
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.718605,0.0,4.238757,0.0,0.0,2026-02-13T07:28:13
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,16,1,1,0.0,0.026579,0.628819,4.22812,0.0,0.0,2026-02-14T20:49:29
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.160625,0.0,0.197462,0.0,0.0,2026-02-13T07:37:47
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.061458,1.019342,0.877396,0.0,0.0,2026-02-13T07:44:54
matmul1comm,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,0.052847,0.479875,17.514772,0.0,0.0,2025-10-05T12:05:55
matmul1comm,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,500,128,1,1,0.0,0.0628,0.187447,0.098403,0.0,0.0,2026-02-14T20:48:27
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,0.068109,0.601818,2.18669,0.0,0.0,2026-02-14T20:47:15
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,150000,150000,150000,1000,4,1,1,0.0,0.204599,0.0,28.747795,0.0,0.0,2026-02-06T06:30:03
matmul1comm,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,500,64,1,1,0.0,0.064881,0.140955,0.146693,0.0,0.0,2026-02-14T20:49:14
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.195759,0.950447,0.885475,0.0,0.0,2026-02-13T07:44:18
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,0.017283,0.099122,0.890746,0.0,0.0,2026-02-13T07:28:52
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.139283,1.034904,2.281867,0.0,0.0,2026-02-13T07:36:00
matmul1gen,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,0.201385,0.0,2.191383,0.0,0.0,2026-02-14T20:45:59
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,0.165848,0.121664,0.45387,0.0,0.0,2026-02-13T07:35:30
matmul1gen,cpp,perlmutter-gpu-cpu,64,256,32,1000000,1000000,1000000,1000,256,1,1,0.0,0.666378,0.0,27.925317,0.0,0.0,2026-02-14T20:55:52
matmul1gen,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,500,64,1,1,0.0,0.037803,0.0,0.138764,0.0,0.0,2026-02-14T20:48:05
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,0.018321,0.128757,0.463098,0.0,0.0,2025-10-05T12:15:42
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.646166,0.0,8.05255,0.0,0.0,2026-02-13T07:18:22
matmul1comm,cpp,perlmutter-gpu-cpu,64,256,32,50000,50000,50000,500,256,1,1,0.0,0.041372,0.26623,0.047566,0.0,0.0,2025-10-05T12:39:12
matmul1gen,cpp,perlmutter-gpu-cpu,128,512,32,1000000,1000000,1000000,1000,512,1,1,0.0,0.645303,0.0,10.783211,0.0,0.0,2026-02-14T20:57:51
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.751249,0.0,2.311802,0.0,0.0,2026-02-13T07:30:19
matmul1gen,cpp,perlmutter-gpu-cpu,64,256,32,1000000,1000000,1000000,1000,256,1,1,0.0,0.674819,0.0,27.800741,0.0,0.0,2026-02-14T20:55:00
matmul1gen,cpp,perlmutter-gpu-cpu,192,3072,8,1000000,1000000,1000000,1000,3072,1,1,0.0,2.513278,0.0,7.488906,0.0,0.0,2026-02-13T05:06:44
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,0.075452,0.0754,0.478593,0.0,0.0,2026-02-14T20:51:27
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.667878,0.0,2.324953,0.0,0.0,2026-02-13T07:30:54
matmul1gen,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,0.180047,0.0,2.157636,0.0,0.0,2026-02-14T20:45:41
matmul1gen,cpp,perlmutter-gpu-cpu,256,4096,8,1000000,1000000,1000000,1000,4096,1,1,0.0,2.512404,0.0,5.71617,0.0,0.0,2026-02-13T06:19:24
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.154037,0.0,0.133361,0.0,0.0,2026-02-13T07:32:22
matmul,python,perlmutter-cpu,1,128,2,50000,50000,50000,50000,8,4,4,0.3173119910002242,0.0,2.74391137900011,73.59881679599994,0.0,1.3534620109999196,2025-06-17T04:31:30
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,0.042289,0.13361,0.439123,0.0,0.0,2026-02-14T20:50:52
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.705611,0.0,0.903147,0.0,0.0,2026-02-13T07:43:42
matmul1gen,cpp,perlmutter-gpu-cpu,192,768,32,1000000,1000000,1000000,1000,768,1,1,0.0,0.657008,0.0,7.156454,0.0,0.0,2026-02-14T21:00:41
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.064063,0.87395,4.149547,0.0,0.0,2026-02-13T07:30:27
matmul1comm,cpp,perlmutter-gpu-cpu,256,1024,32,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-06T19:14:52
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.111515,0.258588,0.135464,0.0,0.0,2026-02-13T07:34:25
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.803892,0.0,0.835337,0.0,0.0,2026-02-13T07:44:00
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.054786,0.870431,15.87232,0.0,0.0,2026-02-13T07:21:44
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,0.020172,0.687939,2.181324,0.0,0.0,2026-02-14T20:47:53
matmul1comm,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,5000,8,1,1,0.0,0.057944,0.559919,8.099949,0.0,0.0,2026-02-14T20:55:13
matmul1comm,cpp,perlmutter-gpu-cpu,64,256,32,1000000,1000000,1000000,1000,256,1,1,0.0,0.05473,3.147098,25.218396,0.0,0.0,2026-02-06T11:21:04
matmul,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,50000,8,4,4,0.144334,0.0,0.206736,5.19841,0.0,0.132784,2025-10-06T22:13:36
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T07:10:41
matmul1gen,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,0.187793,0.0,1.103214,0.0,0.0,2026-02-14T20:45:18
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.300331,0.0,0.190905,0.0,0.0,2026-02-13T07:36:16
matmul1gen,cpp,perlmutter-gpu,512,2048,32,1000000,1000000,1000000,1000,2048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T09:19:26
matmul1gen,cpp,perlmutter-gpu-cpu,256,1024,32,1000000,1000000,1000000,1000,1024,1,1,0.0,0.650475,0.0,5.377018,0.0,0.0,2026-02-14T21:04:47
matmul1comm,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,5000,128,1,1,0.0,0.04181,0.762027,0.611792,0.0,0.0,2026-02-14T20:46:40
matmul1gen,cpp,perlmutter-gpu,256,1024,32,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-12T02:44:35
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.028034,0.833912,15.846908,0.0,0.0,2026-02-13T07:22:51
matmul1comm,python,perlmutter-cpu,8,1024,2,50000,50000,50000,5000,1024,1,1,0.0,0.0015382030001092062,19.52782990300011,3.2231811130000096,0.0,0.0,2025-06-18T05:54:34
matmul1comm,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,0.083758,0.057271,1.691344,0.0,0.0,2026-02-14T21:01:23
matmul1gen,python,perlmutter-cpu,4,512,2,50000,50000,50000,5000,512,1,1,0.0,2.0878703040000346,0.0,4.68252156199992,0.0,0.0,2025-06-18T05:31:06
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,0.1351,0.0,0.048569,0.0,0.0,2026-02-13T07:47:18
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.647905,0.0,4.168914,0.0,0.0,2026-02-13T07:27:16
matmul1gen,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,5000,128,1,1,0.0,0.230697,0.0,0.617699,0.0,0.0,2026-02-14T20:45:24
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.055932,0.939266,15.706044,0.0,0.0,2026-02-13T07:20:16
matmul1gen,cpp,perlmutter-gpu-cpu,128,512,32,1000000,1000000,1000000,1000,512,1,1,0.0,0.697296,0.0,10.977785,0.0,0.0,2026-02-14T20:56:50
matmul1gen,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,0.177495,0.0,1.137993,0.0,0.0,2026-02-14T20:45:02
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,0.047259,0.0,1.698929,0.0,0.0,2026-02-14T21:00:25
matmul1comm,cpp,perlmutter-gpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,0.025634,0.131062,1.475078,0.0,0.0,2025-10-05T12:23:54
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,0.047235,0.0,0.40393,0.0,0.0,2026-02-13T07:33:14
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.044161,0.910917,4.060678,0.0,0.0,2026-02-13T07:29:49
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,0.057837,0.0,1.706884,0.0,0.0,2026-02-14T21:00:12
matmul1gen,cpp,perlmutter-gpu-cpu,128,2048,8,1000000,1000000,1000000,1000,2048,1,1,0.0,2.479633,0.0,10.970664,0.0,0.0,2026-02-13T06:58:59
matmul,python,perlmutter-cpu,1,8,32,50000,50000,50000,50000,2,2,2,4.466118314000013,0.0,7.344502832000018,71.922274604,0.0,17.659670476000002,2025-06-25T14:03:48
matmul1gen,cpp,perlmutter-cpu,64,256,64,50000,50000,50000,5000,256,1,1,0.0,0.466448,0.0,0.333179,0.0,0.0,2025-08-10T20:36:49
matmul1comm,cpp,perlmutter-gpu,1,4,32,50000,50000,50000,500,4,1,1,0.0,0.040343,0.127133,0.175882,0.0,0.0,2025-10-05T12:24:09
matmul1gen,cpp,perlmutter-gpu-cpu,256,4096,8,1000000,1000000,1000000,1000,4096,1,1,0.0,2.666141,0.0,5.790124,0.0,0.0,2026-02-13T06:23:06
matmul1gen,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,0.040574,0.0,0.461109,0.0,0.0,2026-02-14T20:50:12
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,500,32,1,1,0.0,0.022471,0.122487,0.88491,0.0,0.0,2026-02-13T07:27:52
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,500,64,1,1,0.0,0.198804,0.0,0.416234,0.0,0.0,2026-02-13T07:33:29
matmul1comm,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.015301,0.271841,0.128221,0.0,0.0,2026-02-13T07:33:23
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.082769,0.0,0.142462,0.0,0.0,2026-02-13T07:31:38
matmul1gen,cpp,perlmutter-gpu-cpu,256,1024,32,1000000,1000000,1000000,1000,1024,1,1,0.0,0.701616,0.0,5.584528,0.0,0.0,2026-02-14T21:05:41
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.649812,0.0,15.775561,0.0,0.0,2026-02-13T07:19:32
matmul1gen,cpp,perlmutter-cpu,1,4,64,50000,50000,50000,5000,4,1,1,0.0,0.464936,0.0,13.546906,0.0,0.0,2025-08-10T11:24:11
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.623517,0.0,1.030587,0.0,0.0,2026-02-13T07:42:49
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,0.036764,0.0,0.868197,0.0,0.0,2026-02-14T20:56:12
matmul1comm,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,0.103241,0.492053,17.513158,0.0,0.0,2026-02-14T20:59:23
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.945016,0.0,4.151042,0.0,0.0,2026-02-13T07:26:37
matmul1gen,cpp,perlmutter-gpu-cpu,64,256,32,50000,50000,50000,5000,256,1,1,0.0,0.228753,0.0,0.315751,0.0,0.0,2025-10-05T12:38:49
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T07:11:53
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.021091,0.190835,0.204434,0.0,0.0,2026-02-13T07:39:23
matmul1comm,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,5000,8,1,1,0.0,0.054004,0.571099,8.028984,0.0,0.0,2026-02-14T20:54:58
matmul1gen,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,0.221629,0.0,2.182319,0.0,0.0,2026-02-14T20:45:13
matmul1comm,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,5000,512,1,1,0.0,0.136243,1.054473,0.856938,0.0,0.0,2026-02-13T07:46:44
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.693793,0.0,4.207951,0.0,0.0,2026-02-13T07:28:52
matmul,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,50000,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-23T08:43:19
matmul1comm,cpp,perlmutter-gpu-cpu,16,64,32,50000,50000,50000,5000,64,1,1,0.0,0.067222,0.71761,1.148317,0.0,0.0,2026-02-14T20:46:46
matmul1comm,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,0.105257,0.062277,0.865815,0.0,0.0,2026-02-14T20:57:47
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.027161,0.100898,1.676333,0.0,0.0,2026-02-13T07:24:52
matmul1gen,cpp,perlmutter-gpu-cpu,512,8192,8,1000000,1000000,1000000,1000,8192,1,1,0.0,2.699446,0.0,3.035238,0.0,0.0,2026-02-13T09:13:42
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,0.286078,0.0,17.453727,0.0,0.0,2026-02-14T20:52:57
matmul1comm,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.047248,0.844185,4.181452,0.0,0.0,2026-02-13T07:30:47
matmul1gen,cpp,perlmutter-gpu-cpu,128,512,32,1000000,1000000,1000000,1000,512,1,1,0.0,0.64608,0.0,10.846372,0.0,0.0,2026-02-14T20:56:22
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,5000,8,1,1,0.0,0.179299,0.0,7.976226,0.0,0.0,2026-02-14T20:52:11
matmul1comm,cpp,perlmutter-gpu,4,16,32,50000,50000,50000,5000,16,1,1,0.0,0.029174,0.278804,0.384761,0.0,0.0,2025-10-05T12:27:49
matmul,cpp,perlmutter-cpu,8,32,64,50000,50000,50000,50000,4,4,2,0.275051,0.0,2.671343,10.27193,0.0,1.711666,2025-08-10T10:48:30
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,0.227768,0.0,17.623443,0.0,0.0,2026-02-14T20:52:35
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.082355,0.0,1.705356,0.0,0.0,2026-02-13T07:23:49
matmul1comm,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,0.056102,0.088543,0.878827,0.0,0.0,2026-02-14T20:57:02
matmul1comm,cpp,perlmutter-gpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,0.045425,0.117984,0.063302,0.0,0.0,2025-10-05T12:28:04
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.097579,0.0,0.143102,0.0,0.0,2026-02-13T07:31:53
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T07:14:30
matmul1comm,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.034086,0.816359,8.034213,0.0,0.0,2026-02-13T07:23:41
matmul1comm,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,500,128,1,1,0.0,0.040581,0.213296,0.066969,0.0,0.0,2025-10-05T12:27:22
matmul1gen,cpp,perlmutter-gpu-cpu,2,32,8,50000,50000,50000,5000,32,1,1,0.0,0.689121,0.0,8.045436,0.0,0.0,2026-02-13T07:17:15
matmul1gen,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,500,128,1,1,0.0,0.058831,0.0,0.069311,0.0,0.0,2026-02-14T20:47:17
matmul1gen,cpp,perlmutter-gpu,512,2048,32,1000000,1000000,1000000,1000,2048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T09:20:16
matmul1gen,cpp,perlmutter-gpu-cpu,4,64,8,50000,50000,50000,5000,64,1,1,0.0,0.717025,0.0,4.12475,0.0,0.0,2026-02-13T07:29:29
matmul1gen,cpp,perlmutter-gpu-cpu,128,2048,8,1000000,1000000,1000000,1000,2048,1,1,0.0,2.599819,0.0,10.884264,0.0,0.0,2026-02-13T06:57:38
matmul1gen,cpp,perlmutter-gpu,8,32,32,50000,50000,50000,500,32,1,1,0.0,0.136716,0.0,0.029298,0.0,0.0,2025-10-05T12:27:57
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,16,1,1,0.0,0.062616,0.587251,4.233819,0.0,0.0,2026-02-14T20:48:10
matmul1gen,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,500,16,1,1,0.0,0.084527,0.0,1.694236,0.0,0.0,2026-02-13T07:24:10
matmul1comm,cpp,perlmutter-gpu-cpu,32,128,32,50000,50000,50000,5000,128,1,1,0.0,0.070286,0.742961,0.635873,0.0,0.0,2026-02-14T20:45:42
matmul1comm,cpp,perlmutter-gpu-cpu,1,16,8,50000,50000,50000,5000,16,1,1,0.0,0.043394,0.812589,15.722438,0.0,0.0,2026-02-13T07:22:06
matmul1gen,cpp,perlmutter-gpu-cpu,1,4,32,50000,50000,50000,5000,4,1,1,0.0,0.182889,0.0,17.503372,0.0,0.0,2026-02-14T20:55:58
matmul1comm,python,perlmutter-cpu,8,64,32,50000,50000,50000,5000,64,1,1,0.0,0.009324574999936885,1.8423465519999809,1.1371866409999711,0.0,0.0,2025-06-25T14:24:16
matmul1gen,cpp,perlmutter-gpu-cpu,192,3072,8,1000000,1000000,1000000,1000,3072,1,1,0.0,2.749488,0.0,7.410858,0.0,0.0,2026-02-13T05:04:16
matmul1gen,cpp,perlmutter-gpu-cpu,2,8,32,50000,50000,50000,500,8,1,1,0.0,0.043498,0.0,0.855381,0.0,0.0,2026-02-14T20:55:36
matmul1gen,cpp,perlmutter-gpu-cpu,64,1024,8,1000000,1000000,1000000,1000,1024,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-13T07:14:01
matmul1gen,cpp,perlmutter-cpu,8,64,32,50000,50000,50000,5000,64,1,1,0.0,0.466574,0.0,1.281521,0.0,0.0,2025-06-25T14:23:46
matmul,cpp,perlmutter-gpu-cpu,1,4,32,150000,150000,150000,1000,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-23T09:12:37
matmul1comm,cpp,perlmutter-gpu,64,256,32,50000,50000,50000,5000,256,1,1,0.0,0.032125,0.38189,0.054913,0.0,0.0,2025-10-05T12:41:00
matmul1gen,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,16,1,1,0.0,0.180113,0.0,4.264444,0.0,0.0,2026-02-14T20:46:07
matmul1gen,cpp,perlmutter-gpu-cpu,16,256,8,50000,50000,50000,500,256,1,1,0.0,0.170473,0.0,0.131159,0.0,0.0,2026-02-13T07:32:07
matmul1gen,cpp,perlmutter-gpu-cpu,128,512,32,1000000,1000000,1000000,1000,512,1,1,0.0,0.646351,0.0,10.77124,0.0,0.0,2026-02-14T20:57:21
matmul1gen,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,5000,128,1,1,0.0,0.753544,0.0,2.270446,0.0,0.0,2026-02-13T07:32:56
matmul1comm,cpp,perlmutter-gpu-cpu,8,32,32,50000,50000,50000,5000,32,1,1,0.0,0.06806,0.589089,2.229908,0.0,0.0,2025-10-05T12:15:23
matmul,cpp,perlmutter-gpu,64,256,32,50000,50000,50000,50000,8,8,4,0.071639,0.0,0.104419,0.04844,0.608669,0.156013,2025-08-10T09:23:02
matmul1gen,cpp,perlmutter-gpu-cpu,192,3072,8,1000000,1000000,1000000,1000,3072,1,1,0.0,2.377389,0.0,7.493251,0.0,0.0,2026-02-13T05:10:53
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,5000,16,1,1,0.0,0.029599,0.665575,4.194411,0.0,0.0,2026-02-14T20:48:56
matmul1gen,cpp,perlmutter-gpu-cpu,512,8192,8,1000000,1000000,1000000,1000,8192,1,1,0.0,2.66426,0.0,2.847185,0.0,0.0,2026-02-13T09:16:35
matmul1gen,cpp,perlmutter-gpu-cpu,32,512,8,50000,50000,50000,500,512,1,1,0.0,0.248464,0.0,0.067986,0.0,0.0,2026-02-13T07:47:50
matmul1comm,cpp,perlmutter-gpu-cpu,8,128,8,50000,50000,50000,500,128,1,1,0.0,0.133625,0.127515,0.225744,0.0,0.0,2026-02-13T07:40:41
matmul1comm,cpp,perlmutter-gpu-cpu,4,16,32,50000,50000,50000,500,16,1,1,0.0,0.019555,0.159604,0.440464,0.0,0.0,2026-02-14T20:51:14
